step,id,x,y,z
1152,3,1.52979e+09,1.63527e+09,8.00537e+08
1152,4,1.50316e+09,2.2917e+09,2.02035e+09
1152,5,6.96732e+08,1.20655e+09,1.26705e+09
1152,6,9.32903e+08,1.93405e+09,1.25804e+09
1152,7,1.29374e+09,1.57741e+09,8.31768e+08
1152,8,6.62107e+08,2.0699e+09,8.2636e+08
1152,9,1.66853e+09,1.39272e+09,7.81976e+08
1153,0,1.61513e+09,1.60698e+09,8.51202e+08
1153,1,6.85777e+08,1.0728e+09,1.52952e+09
1153,2,1.36785e+09,1.87019e+09,7.96387e+08
1153,3,1.52962e+09,1.63021e+09,8.08871e+08
1153,4,1.5028e+09,2.2909e+09,2.03134e+09
1153,5,6.89589e+08,1.19878e+09,1.26474e+09
1153,6,9.33637e+08,1.93064e+09,1.26284e+09
1153,7,1.28877e+09,1.5888e+09,8.20303e+08
1153,8,6.66088e+08,2.06971e+09,8.22739e+08
1153,9,1.67059e+09,1.40329e+09,7.84007e+08
1154,0,1.60579e+09,1.60534e+09,8.4615e+08
1154,1,6.88315e+08,1.07876e+09,1.52302e+09
1154,2,1.37138e+09,1.86354e+09,7.9484e+08
1154,3,1.52967e+09,1.62503e+09,8.17376e+08
1154,4,1.50243e+09,2.29007e+09,2.04229e+09
1154,5,6.8249e+08,1.19103e+09,1.26248e+09
1154,6,9.34403e+08,1.92719e+09,1.26755e+09
1154,7,1.28406e+09,1.60031e+09,8.08858e+08
1154,8,6.70144e+08,2.06946e+09,8.19158e+08
1154,9,1.67246e+09,1.41416e+09,7.86116e+08
1155,0,1.59603e+09,1.60367e+09,8.40912e+08
1155,1,6.9088e+08,1.08479e+09,1.51642e+09
1155,2,1.37497e+09,1.85664e+09,7.93345e+08
1155,3,1.52996e+09,1.61972e+09,8.26009e+08
1155,4,1.50205e+09,2.28922e+09,2.0532e+09
1155,5,6.75437e+08,1.18328e+09,1.26029e+09
1155,6,9.35202e+08,1.92371e+09,1.27219e+09
1155,7,1.27962e+09,1.61194e+09,7.9745e+08
1155,8,6.74275e+08,2.06917e+09,8.15617e+08
1155,9,1.67413e+09,1.42534e+09,7.88306e+08
1156,0,1.58585e+09,1.60197e+09,8.35534e+08
1156,1,6.93468e+08,1.09089e+09,1.50971e+09
1156,2,1.3786e+09,1.84947e+09,7.91905e+08
1156,3,1.53054e+09,1.6143e+09,8.34699e+08
1156,4,1.50165e+09,2.28835e+09,2.06407e+09
1156,5,6.68433e+08,1.17556e+09,1.25817e+09
1156,6,9.36035e+08,1.92019e+09,1.27675e+09
1156,7,1.27545e+09,1.62368e+09,7.86098e+08
1156,8,6.7848e+08,2.06883e+09,8.12116e+08
1156,9,1.67558e+09,1.43685e+09,7.9058e+08
1157,0,1.57526e+09,1.60023e+09,8.30092e+08
1157,1,6.96077e+08,1.09705e+09,1.50289e+09
1157,2,1.38228e+09,1.84203e+09,7.90519e+08
1157,3,1.53143e+09,1.60876e+09,8.43347e+08
1157,4,1.50124e+09,2.28746e+09,2.0749e+09
1157,5,6.61482e+08,1.16784e+09,1.25614e+09
1157,6,9.36901e+08,1.91664e+09,1.28123e+09
1157,7,1.27155e+09,1.63554e+09,7.74818e+08
1157,8,6.82759e+08,2.06844e+09,8.08654e+08
1157,9,1.67676e+09,1.4487e+09,7.92941e+08
1158,0,1.56433e+09,1.59845e+09,8.24689e+08
1158,1,6.98703e+08,1.10328e+09,1.49596e+09
1158,2,1.386e+09,1.83429e+09,7.89186e+08
1158,3,1.5326e+09,1.60313e+09,8.51821e+08
1158,4,1.50082e+09,2.28655e+09,2.0857e+09
1158,5,6.5459e+08,1.16015e+09,1.25418e+09
1158,6,9.37802e+08,1.91305e+09,1.28564e+09
1158,7,1.26794e+09,1.64751e+09,7.6363e+08
1158,8,6.87112e+08,2.068e+09,8.0523e+08
1158,9,1.67764e+09,1.46088e+09,7.9539e+08
1159,0,1.55315e+09,1.59662e+09,8.19441e+08
1159,1,7.01341e+08,1.10957e+09,1.4889e+09
1159,2,1.38976e+09,1.82626e+09,7.87903e+08
1159,3,1.53401e+09,1.59745e+09,8.5998e+08
1159,4,1.50039e+09,2.28561e+09,2.09646e+09
1159,5,6.4776e+08,1.15247e+09,1.25233e+09
1159,6,9.38737e+08,1.90943e+09,1.28996e+09
1159,7,1.26461e+09,1.65958e+09,7.52549e+08
1159,8,6.91539e+08,2.06751e+09,8.01845e+08
1159,9,1.67819e+09,1.4734e+09,7.97928e+08
1160,0,1.54184e+09,1.59473e+09,8.14448e+08
1160,1,7.03988e+08,1.11592e+09,1.48171e+09
1160,2,1.39354e+09,1.81791e+09,7.86667e+08
1160,3,1.53556e+09,1.59174e+09,8.67703e+08
1160,4,1.49994e+09,2.28466e+09,2.10719e+09
1160,5,6.41e+08,1.14483e+09,1.25057e+09
1160,6,9.39705e+08,1.90577e+09,1.29421e+09
1160,7,1.26158e+09,1.67175e+09,7.41595e+08
1160,8,6.96039e+08,2.06696e+09,7.98498e+08
1160,9,1.67836e+09,1.48624e+09,8.00557e+08
1161,0,1.53053e+09,1.59279e+09,8.09772e+08
1161,1,7.06638e+08,1.12232e+09,1.4744e+09
1161,2,1.39735e+09,1.80923e+09,7.85471e+08
1161,3,1.53718e+09,1.58605e+09,8.7491e+08
1161,4,1.49948e+09,2.28369e+09,2.11788e+09
1161,5,6.34315e+08,1.13722e+09,1.24891e+09
1161,6,9.40709e+08,1.90207e+09,1.29838e+09
1161,7,1.25885e+09,1.684e+09,7.30785e+08
1161,8,7.00612e+08,2.06637e+09,7.95189e+08
1161,9,1.67812e+09,1.49939e+09,8.03277e+08
1162,0,1.51929e+09,1.59082e+09,8.05439e+08
1162,1,7.09288e+08,1.12877e+09,1.46696e+09
1162,2,1.40117e+09,1.80022e+09,7.8431e+08
1162,3,1.5388e+09,1.5804e+09,8.81563e+08
1162,4,1.49901e+09,2.2827e+09,2.12853e+09
1162,5,6.27711e+08,1.12964e+09,1.24736e+09
1162,6,9.41747e+08,1.89835e+09,1.30247e+09
1162,7,1.25644e+09,1.69633e+09,7.20137e+08
1162,8,7.05259e+08,2.06573e+09,7.91916e+08
1162,9,1.67744e+09,1.51282e+09,8.06091e+08
1163,0,1.5082e+09,1.58885e+09,8.01445e+08
1163,1,7.11932e+08,1.13526e+09,1.45939e+09
1163,2,1.405e+09,1.79087e+09,7.83178e+08
1163,3,1.5404e+09,1.57483e+09,8.87656e+08
1163,4,1.49853e+09,2.28169e+09,2.13914e+09
1163,5,6.21194e+08,1.12211e+09,1.24591e+09
1163,6,9.42819e+08,1.89459e+09,1.30648e+09
1163,7,1.25434e+09,1.70871e+09,7.09669e+08
1163,8,7.09979e+08,2.06503e+09,7.8868e+08
1163,9,1.67628e+09,1.5265e+09,8.09001e+08
1164,0,1.4973e+09,1.58693e+09,7.9777e+08
1164,1,7.14565e+08,1.14179e+09,1.45168e+09
1164,2,1.40884e+09,1.78118e+09,7.82069e+08
1164,3,1.54195e+09,1.56936e+09,8.93197e+08
1164,4,1.49804e+09,2.28066e+09,2.14972e+09
1164,5,6.14772e+08,1.11464e+09,1.24457e+09
1164,6,9.43926e+08,1.89079e+09,1.31042e+09
1164,7,1.25257e+09,1.72111e+09,6.99398e+08
1164,8,7.14773e+08,2.06428e+09,7.8548e+08
1164,9,1.67462e+09,1.54039e+09,8.12011e+08
1165,0,1.4866e+09,1.5851e+09,7.9439e+08
1165,1,7.17185e+08,1.14835e+09,1.44385e+09
1165,2,1.41269e+09,1.77116e+09,7.80979e+08
1165,3,1.54347e+09,1.56402e+09,8.98204e+08
1165,4,1.49754e+09,2.27961e+09,2.16027e+09
1165,5,6.08448e+08,1.10723e+09,1.24333e+09
1165,6,9.45067e+08,1.88696e+09,1.31428e+09
1165,7,1.25111e+09,1.73351e+09,6.89335e+08
1165,8,7.19641e+08,2.06347e+09,7.82315e+08
1165,9,1.67245e+09,1.55445e+09,8.15125e+08
1166,0,1.47611e+09,1.58342e+09,7.91278e+08
1166,1,7.19787e+08,1.15494e+09,1.43589e+09
1166,2,1.41657e+09,1.76079e+09,7.79911e+08
1166,3,1.54496e+09,1.55884e+09,9.02696e+08
1166,4,1.49703e+09,2.27854e+09,2.17078e+09
1166,5,6.02228e+08,1.09989e+09,1.2422e+09
1166,6,9.46243e+08,1.8831e+09,1.31806e+09
1166,7,1.24996e+09,1.74587e+09,6.79491e+08
1166,8,7.24583e+08,2.06261e+09,7.79186e+08
1166,9,1.66975e+09,1.56863e+09,8.18342e+08
1167,0,1.46582e+09,1.58192e+09,7.8841e+08
1167,1,7.22369e+08,1.16155e+09,1.42781e+09
1167,2,1.42047e+09,1.75007e+09,7.78868e+08
1167,3,1.54642e+09,1.55386e+09,9.06694e+08
1167,4,1.4965e+09,2.27746e+09,2.18125e+09
1167,5,5.96116e+08,1.09262e+09,1.24116e+09
1167,6,9.47454e+08,1.8792e+09,1.32176e+09
1167,7,1.24909e+09,1.75816e+09,6.69867e+08
1167,8,7.29599e+08,2.0617e+09,7.76091e+08
1167,9,1.66652e+09,1.58289e+09,8.21664e+08
1168,0,1.45573e+09,1.58065e+09,7.85763e+08
1168,1,7.2493e+08,1.16817e+09,1.41962e+09
1168,2,1.42442e+09,1.739e+09,7.77858e+08
1168,3,1.54785e+09,1.54912e+09,9.10218e+08
1168,4,1.49597e+09,2.27636e+09,2.19169e+09
1168,5,5.90114e+08,1.08544e+09,1.24021e+09
1168,6,9.48698e+08,1.87527e+09,1.32539e+09
1168,7,1.24849e+09,1.77036e+09,6.60465e+08
1168,8,7.34691e+08,2.06073e+09,7.7303e+08
1168,9,1.66277e+09,1.59718e+09,8.25084e+08
1169,0,1.44584e+09,1.57966e+09,7.83317e+08
1169,1,7.27468e+08,1.17481e+09,1.41131e+09
1169,2,1.42844e+09,1.72756e+09,7.76894e+08
1169,3,1.54925e+09,1.54466e+09,9.13294e+08
1169,4,1.49543e+09,2.27524e+09,2.2021e+09
1169,5,5.84224e+08,1.07834e+09,1.23933e+09
1169,6,9.49978e+08,1.8713e+09,1.32894e+09
1169,7,1.24814e+09,1.78244e+09,6.51279e+08
1169,8,7.39857e+08,2.0597e+09,7.70002e+08
1169,9,1.6585e+09,1.61145e+09,8.28594e+08
1170,0,1.43616e+09,1.579e+09,7.81056e+08
1170,1,7.29983e+08,1.18145e+09,1.4029e+09
1170,2,1.43254e+09,1.71574e+09,7.75992e+08
1170,3,1.55059e+09,1.5405e+09,9.15945e+08
1170,4,1.49487e+09,2.2741e+09,2.21247e+09
1170,5,5.78446e+08,1.07134e+09,1.23854e+09
1170,6,9.51291e+08,1.8673e+09,1.33241e+09
1170,7,1.24799e+09,1.7944e+09,6.42303e+08
1170,8,7.451e+08,2.05862e+09,7.67007e+08
1170,9,1.65372e+09,1.62566e+09,8.32179e+08
1171,0,1.42668e+09,1.5787e+09,7.78964e+08
1171,1,7.32478e+08,1.1881e+09,1.3944e+09
1171,2,1.43672e+09,1.70351e+09,7.75169e+08
1171,3,1.55188e+09,1.53667e+09,9.18197e+08
1171,4,1.49431e+09,2.27295e+09,2.22281e+09
1171,5,5.72781e+08,1.06444e+09,1.2378e+09
1171,6,9.52638e+08,1.86326e+09,1.3358e+09
1171,7,1.24804e+09,1.80622e+09,6.33529e+08
1171,8,7.50419e+08,2.05748e+09,7.64045e+08
1171,9,1.64845e+09,1.6398e+09,8.35822e+08
1172,0,1.41744e+09,1.5788e+09,7.77029e+08
1172,1,7.34952e+08,1.19475e+09,1.38581e+09
1172,2,1.44099e+09,1.69088e+09,7.74446e+08
1172,3,1.55307e+09,1.53319e+09,9.20076e+08
1172,4,1.49373e+09,2.27178e+09,2.23311e+09
1172,5,5.67227e+08,1.05763e+09,1.23712e+09
1172,6,9.5402e+08,1.85919e+09,1.33912e+09
1172,7,1.24825e+09,1.81789e+09,6.24949e+08
1172,8,7.55814e+08,2.05628e+09,7.61115e+08
1172,9,1.6427e+09,1.65381e+09,8.395e+08
1173,0,1.40846e+09,1.57932e+09,7.75242e+08
1173,1,7.3741e+08,1.20141e+09,1.37713e+09
1173,2,1.44533e+09,1.67784e+09,7.73845e+08
1173,3,1.55416e+09,1.53007e+09,9.21604e+08
1173,4,1.49315e+09,2.27059e+09,2.24338e+09
1173,5,5.61782e+08,1.05093e+09,1.2365e+09
1173,6,9.55435e+08,1.85509e+09,1.34237e+09
1173,7,1.24861e+09,1.82943e+09,6.16555e+08
1173,8,7.61287e+08,2.05503e+09,7.58216e+08
1173,9,1.63648e+09,1.66768e+09,8.4319e+08
1174,0,1.3998e+09,1.58027e+09,7.73596e+08
1174,1,7.39853e+08,1.20808e+09,1.36837e+09
1174,2,1.44971e+09,1.66441e+09,7.73388e+08
1174,3,1.55512e+09,1.52731e+09,9.22801e+08
1174,4,1.49256e+09,2.26939e+09,2.25362e+09
1174,5,5.56443e+08,1.04433e+09,1.23591e+09
1174,6,9.56885e+08,1.85095e+09,1.34553e+09
1174,7,1.24909e+09,1.84082e+09,6.08338e+08
1174,8,7.66838e+08,2.05371e+09,7.55348e+08
1174,9,1.6298e+09,1.68137e+09,8.46867e+08
1175,0,1.3915e+09,1.58165e+09,7.72085e+08
1175,1,7.42285e+08,1.21475e+09,1.35955e+09
1175,2,1.45409e+09,1.65063e+09,7.73097e+08
1175,3,1.55594e+09,1.5249e+09,9.23685e+08
1175,4,1.49196e+09,2.26817e+09,2.26382e+09
1175,5,5.51208e+08,1.03782e+09,1.23535e+09
1175,6,9.58368e+08,1.84677e+09,1.34862e+09
1175,7,1.24968e+09,1.85207e+09,6.00293e+08
1175,8,7.72468e+08,2.05234e+09,7.5251e+08
1175,9,1.62269e+09,1.69485e+09,8.50507e+08
1176,0,1.38364e+09,1.5834e+09,7.70709e+08
1176,1,7.4471e+08,1.22143e+09,1.35066e+09
1176,2,1.45841e+09,1.63658e+09,7.72989e+08
1176,3,1.55659e+09,1.52286e+09,9.24268e+08
1176,4,1.49135e+09,2.26694e+09,2.274e+09
1176,5,5.46073e+08,1.03142e+09,1.23482e+09
1176,6,9.59884e+08,1.84256e+09,1.35163e+09
1176,7,1.25035e+09,1.86318e+09,5.92413e+08
1176,8,7.78178e+08,2.05091e+09,7.49702e+08
1176,9,1.61517e+09,1.7081e+09,8.54089e+08
1177,0,1.37625e+09,1.58547e+09,7.69466e+08
1177,1,7.47131e+08,1.22812e+09,1.34171e+09
1177,2,1.4626e+09,1.62236e+09,7.73078e+08
1177,3,1.55706e+09,1.52116e+09,9.24559e+08
1177,4,1.49073e+09,2.26569e+09,2.28413e+09
1177,5,5.41034e+08,1.02511e+09,1.23432e+09
1177,6,9.61434e+08,1.83832e+09,1.35456e+09
1177,7,1.2511e+09,1.87416e+09,5.84694e+08
1177,8,7.83969e+08,2.04942e+09,7.46924e+08
1177,9,1.60727e+09,1.72109e+09,8.576e+08
1178,0,1.36937e+09,1.58778e+09,7.68357e+08
1178,1,7.49553e+08,1.23482e+09,1.3327e+09
1178,2,1.46661e+09,1.60806e+09,7.73371e+08
1178,3,1.55734e+09,1.51979e+09,9.24565e+08
1178,4,1.4901e+09,2.26443e+09,2.29424e+09
1178,5,5.36089e+08,1.0189e+09,1.23383e+09
1178,6,9.63018e+08,1.83404e+09,1.35742e+09
1178,7,1.25192e+09,1.88501e+09,5.7713e+08
1178,8,7.89841e+08,2.04786e+09,7.44175e+08
1178,9,1.59902e+09,1.73379e+09,8.61031e+08
1179,0,1.363e+09,1.59027e+09,7.67383e+08
1179,1,7.51978e+08,1.24153e+09,1.32365e+09
1179,2,1.47042e+09,1.59378e+09,7.73873e+08
1179,3,1.55741e+09,1.51875e+09,9.24285e+08
1179,4,1.48947e+09,2.26315e+09,2.30432e+09
1179,5,5.31233e+08,1.01279e+09,1.23335e+09
1179,6,9.64634e+08,1.82972e+09,1.36019e+09
1179,7,1.25279e+09,1.89574e+09,5.69719e+08
1179,8,7.95795e+08,2.04625e+09,7.41455e+08
1179,9,1.59047e+09,1.74619e+09,8.64379e+08
1180,0,1.35714e+09,1.59285e+09,7.66543e+08
1180,1,7.54411e+08,1.24826e+09,1.31454e+09
1180,2,1.474e+09,1.57959e+09,7.74588e+08
1180,3,1.55726e+09,1.51802e+09,9.23718e+08
1180,4,1.48882e+09,2.26185e+09,2.31436e+09
1180,5,5.26464e+08,1.00676e+09,1.23288e+09
1180,6,9.66284e+08,1.82537e+09,1.36289e+09
1180,7,1.25371e+09,1.90634e+09,5.62458e+08
1180,8,8.01834e+08,2.04457e+09,7.38762e+08
1180,9,1.58166e+09,1.75829e+09,8.67645e+08
1181,0,1.35174e+09,1.59548e+09,7.65836e+08
1181,1,7.56856e+08,1.25501e+09,1.30539e+09
1181,2,1.47736e+09,1.56556e+09,7.75519e+08
1181,3,1.55688e+09,1.51757e+09,9.2286e+08
1181,4,1.48817e+09,2.26055e+09,2.32437e+09
1181,5,5.21777e+08,1.00083e+09,1.23241e+09
1181,6,9.67967e+08,1.82098e+09,1.36551e+09
1181,7,1.25466e+09,1.91683e+09,5.55344e+08
1181,8,8.07957e+08,2.04284e+09,7.36098e+08
1181,9,1.57262e+09,1.7701e+09,8.70832e+08
1182,0,1.34678e+09,1.59812e+09,7.6526e+08
1182,1,7.59316e+08,1.26179e+09,1.29619e+09
1182,2,1.48052e+09,1.55171e+09,7.7667e+08
1182,3,1.55626e+09,1.5174e+09,9.21704e+08
1182,4,1.48751e+09,2.25923e+09,2.33435e+09
1182,5,5.1717e+08,9.94977e+08,1.23194e+09
1182,6,9.69682e+08,1.81656e+09,1.36804e+09
1182,7,1.25564e+09,1.92721e+09,5.48375e+08
1182,8,8.14166e+08,2.04104e+09,7.33462e+08
1182,9,1.56337e+09,1.78163e+09,8.73944e+08
1183,0,1.3422e+09,1.60076e+09,7.64814e+08
1183,1,7.61796e+08,1.26859e+09,1.28696e+09
1183,2,1.48351e+09,1.53808e+09,7.78048e+08
1183,3,1.55539e+09,1.51747e+09,9.20244e+08
1183,4,1.48684e+09,2.25789e+09,2.3443e+09
1183,5,5.1264e+08,9.89213e+08,1.23147e+09
1183,6,9.7143e+08,1.8121e+09,1.3705e+09
1183,7,1.25664e+09,1.93748e+09,5.4155e+08
1183,8,8.20462e+08,2.03918e+09,7.30852e+08
1183,9,1.55395e+09,1.79289e+09,8.76986e+08
1184,0,1.33798e+09,1.60337e+09,7.64495e+08
1184,1,7.64299e+08,1.27542e+09,1.27768e+09
1184,2,1.48634e+09,1.52467e+09,7.7966e+08
1184,3,1.55427e+09,1.51776e+09,9.18471e+08
1184,4,1.48616e+09,2.25654e+09,2.35422e+09
1184,5,5.08183e+08,9.83529e+08,1.231e+09
1184,6,9.73211e+08,1.80761e+09,1.37287e+09
1184,7,1.25766e+09,1.94764e+09,5.34868e+08
1184,8,8.26847e+08,2.03726e+09,7.2827e+08
1184,9,1.54436e+09,1.80389e+09,8.7996e+08
1185,0,1.33408e+09,1.60596e+09,7.64303e+08
1185,1,7.66828e+08,1.28228e+09,1.26837e+09
1185,2,1.48903e+09,1.5115e+09,7.8151e+08
1185,3,1.55288e+09,1.51825e+09,9.16377e+08
1185,4,1.48548e+09,2.25518e+09,2.3641e+09
1185,5,5.03798e+08,9.77925e+08,1.23052e+09
1185,6,9.75023e+08,1.80308e+09,1.37516e+09
1185,7,1.25869e+09,1.9577e+09,5.28326e+08
1185,8,8.33322e+08,2.03527e+09,7.25715e+08
1185,9,1.53463e+09,1.81465e+09,8.82868e+08
1186,0,1.33047e+09,1.60853e+09,7.64236e+08
1186,1,7.69387e+08,1.28917e+09,1.25903e+09
1186,2,1.49162e+09,1.49859e+09,7.83607e+08
1186,3,1.55123e+09,1.5189e+09,9.13958e+08
1186,4,1.48478e+09,2.2538e+09,2.37396e+09
1186,5,4.99481e+08,9.72398e+08,1.23004e+09
1186,6,9.76868e+08,1.79851e+09,1.37737e+09
1186,7,1.25972e+09,1.96766e+09,5.21926e+08
1186,8,8.39888e+08,2.03322e+09,7.23186e+08
1186,9,1.52477e+09,1.82518e+09,8.85713e+08
1187,0,1.32711e+09,1.61106e+09,7.64291e+08
1187,1,7.7198e+08,1.29611e+09,1.24965e+09
1187,2,1.49411e+09,1.48593e+09,7.85952e+08
1187,3,1.54931e+09,1.51968e+09,9.11209e+08
1187,4,1.48408e+09,2.25241e+09,2.38379e+09
1187,5,4.9523e+08,9.66945e+08,1.22955e+09
1187,6,9.78745e+08,1.79391e+09,1.37949e+09
1187,7,1.26075e+09,1.97752e+09,5.15665e+08
1187,8,8.46547e+08,2.03111e+09,7.20685e+08
1187,9,1.51478e+09,1.83549e+09,8.88497e+08
1188,0,1.32399e+09,1.61358e+09,7.64468e+08
1188,1,7.7461e+08,1.30308e+09,1.24024e+09
1188,2,1.49652e+09,1.47356e+09,7.88548e+08
1188,3,1.54713e+09,1.52055e+09,9.08132e+08
1188,4,1.48338e+09,2.25101e+09,2.39358e+09
1188,5,4.91043e+08,9.61564e+08,1.22905e+09
1188,6,9.80653e+08,1.78927e+09,1.38152e+09
1188,7,1.26178e+09,1.98729e+09,5.09543e+08
1188,8,8.53301e+08,2.02893e+09,7.1821e+08
1188,9,1.50468e+09,1.84559e+09,8.91219e+08
1189,0,1.32109e+09,1.61608e+09,7.64765e+08
1189,1,7.7728e+08,1.31009e+09,1.2308e+09
1189,2,1.49887e+09,1.46148e+09,7.9139e+08
1189,3,1.54468e+09,1.52148e+09,9.04732e+08
1189,4,1.48266e+09,2.2496e+09,2.40335e+09
1189,5,4.86917e+08,9.56254e+08,1.22854e+09
1189,6,9.82593e+08,1.7846e+09,1.38347e+09
1189,7,1.2628e+09,1.99696e+09,5.0356e+08
1189,8,8.60151e+08,2.02669e+09,7.15761e+08
1189,9,1.49446e+09,1.85549e+09,8.9388e+08
1190,0,1.31839e+09,1.61857e+09,7.65182e+08
1190,1,7.79994e+08,1.31715e+09,1.22134e+09
1190,2,1.50115e+09,1.44971e+09,7.9447e+08
1190,3,1.54198e+09,1.52242e+09,9.01018e+08
1190,4,1.48194e+09,2.24817e+09,2.41308e+09
1190,5,4.82852e+08,9.51011e+08,1.22801e+09
1190,6,9.84563e+08,1.7799e+09,1.38533e+09
1190,7,1.2638e+09,2.00654e+09,4.97715e+08
1190,8,8.67099e+08,2.02439e+09,7.13341e+08
1190,9,1.48415e+09,1.8652e+09,8.96482e+08
1191,0,1.31587e+09,1.62105e+09,7.65718e+08
1191,1,7.82754e+08,1.32426e+09,1.21184e+09
1191,2,1.50336e+09,1.43828e+09,7.97777e+08
1191,3,1.53902e+09,1.52334e+09,8.97008e+08
1191,4,1.48121e+09,2.24674e+09,2.42279e+09
1191,5,4.78844e+08,9.45835e+08,1.22748e+09
1191,6,9.86565e+08,1.77516e+09,1.38709e+09
1191,7,1.26479e+09,2.01603e+09,4.92009e+08
1191,8,8.74146e+08,2.02202e+09,7.10947e+08
1191,9,1.47373e+09,1.87472e+09,8.99023e+08
1192,0,1.31353e+09,1.62353e+09,7.66371e+08
1192,1,7.85565e+08,1.33142e+09,1.20232e+09
1192,2,1.50551e+09,1.42718e+09,8.01295e+08
1192,3,1.53583e+09,1.52422e+09,8.9272e+08
1192,4,1.48048e+09,2.24529e+09,2.43247e+09
1192,5,4.74893e+08,9.40723e+08,1.22693e+09
1192,6,9.88597e+08,1.77038e+09,1.38877e+09
1192,7,1.26576e+09,2.02542e+09,4.8644e+08
1192,8,8.81295e+08,2.01959e+09,7.08582e+08
1192,9,1.46322e+09,1.88407e+09,9.01504e+08
1193,0,1.31134e+09,1.62601e+09,7.6714e+08
1193,1,7.88428e+08,1.33863e+09,1.19278e+09
1193,2,1.5076e+09,1.41643e+09,8.05003e+08
1193,3,1.5324e+09,1.52503e+09,8.88179e+08
1193,4,1.47973e+09,2.24383e+09,2.44212e+09
1193,5,4.70996e+08,9.35674e+08,1.22638e+09
1193,6,9.90658e+08,1.76557e+09,1.39035e+09
1193,7,1.2667e+09,2.03473e+09,4.81009e+08
1193,8,8.88548e+08,2.01709e+09,7.06245e+08
1193,9,1.45261e+09,1.89324e+09,9.03924e+08
1194,0,1.3093e+09,1.62849e+09,7.68025e+08
1194,1,7.91348e+08,1.34589e+09,1.18321e+09
1194,2,1.50961e+09,1.40605e+09,8.08879e+08
1194,3,1.52876e+09,1.52574e+09,8.83413e+08
1194,4,1.47899e+09,2.24235e+09,2.45174e+09
1194,5,4.67153e+08,9.30686e+08,1.2258e+09
1194,6,9.9275e+08,1.76073e+09,1.39183e+09
1194,7,1.26762e+09,2.04395e+09,4.75714e+08
1194,8,8.95906e+08,2.01453e+09,7.03937e+08
1194,9,1.44192e+09,1.90225e+09,9.06283e+08
1195,0,1.3074e+09,1.63098e+09,7.69024e+08
1195,1,7.94326e+08,1.35321e+09,1.17362e+09
1195,2,1.51154e+09,1.39603e+09,8.129e+08
1195,3,1.52491e+09,1.52634e+09,8.7845e+08
1195,4,1.47823e+09,2.24087e+09,2.46133e+09
1195,5,4.63362e+08,9.25756e+08,1.22522e+09
1195,6,9.94871e+08,1.75586e+09,1.39322e+09
1195,7,1.26851e+09,2.05307e+09,4.70557e+08
1195,8,9.03371e+08,2.0119e+09,7.0166e+08
1195,9,1.43114e+09,1.9111e+09,9.08581e+08
1196,0,1.30564e+09,1.63347e+09,7.70135e+08
1196,1,7.97367e+08,1.36058e+09,1.16401e+09
1196,2,1.51339e+09,1.38637e+09,8.17041e+08
1196,3,1.52086e+09,1.52682e+09,8.7332e+08
1196,4,1.47747e+09,2.23937e+09,2.47089e+09
1196,5,4.59621e+08,9.20885e+08,1.22462e+09
1196,6,9.9702e+08,1.75096e+09,1.39451e+09
1196,7,1.26937e+09,2.06211e+09,4.65536e+08
1196,8,9.10946e+08,2.00921e+09,6.99414e+08
1196,9,1.42028e+09,1.91978e+09,9.10817e+08
1197,0,1.304e+09,1.63597e+09,7.71357e+08
1197,1,8.00474e+08,1.36802e+09,1.15437e+09
1197,2,1.51515e+09,1.37707e+09,8.21279e+08
1197,3,1.51663e+09,1.52719e+09,8.68051e+08
1197,4,1.4767e+09,2.23787e+09,2.48043e+09
1197,5,4.5593e+08,9.16071e+08,1.22402e+09
1197,6,9.99198e+08,1.74602e+09,1.3957e+09
1197,7,1.27019e+09,2.07106e+09,4.60651e+08
1197,8,9.18632e+08,2.00646e+09,6.97201e+08
1197,9,1.40933e+09,1.92831e+09,9.1299e+08
1198,0,1.30248e+09,1.63849e+09,7.72688e+08
1198,1,8.03649e+08,1.37551e+09,1.14472e+09
1198,2,1.5168e+09,1.36812e+09,8.25594e+08
1198,3,1.51222e+09,1.52744e+09,8.62669e+08
1198,4,1.47592e+09,2.23635e+09,2.48993e+09
1198,5,4.52287e+08,9.11311e+08,1.22339e+09
1198,6,1.0014e+09,1.74106e+09,1.39678e+09
1198,7,1.27098e+09,2.07991e+09,4.55902e+08
1198,8,9.26433e+08,2.00363e+09,6.95023e+08
1198,9,1.3983e+09,1.93669e+09,9.151e+08
1199,0,1.30107e+09,1.64101e+09,7.74126e+08
1199,1,8.06895e+08,1.38307e+09,1.13505e+09
1199,2,1.51835e+09,1.35951e+09,8.29965e+08
1199,3,1.50764e+09,1.52759e+09,8.57199e+08
1199,4,1.47514e+09,2.23483e+09,2.49941e+09
1199,5,4.48691e+08,9.06605e+08,1.22276e+09
1199,6,1.00364e+09,1.73607e+09,1.39776e+09
1199,7,1.27173e+09,2.08868e+09,4.51288e+08
1199,8,9.34349e+08,2.00075e+09,6.92882e+08
1199,9,1.3872e+09,1.94492e+09,9.17145e+08
1200,0,1.29977e+09,1.64354e+09,7.75669e+08
1200,1,8.10216e+08,1.3907e+09,1.12537e+09
1200,2,1.5198e+09,1.35123e+09,8.34376e+08
1200,3,1.50289e+09,1.52764e+09,8.51662e+08
1200,4,1.47436e+09,2.23329e+09,2.50886e+09
1200,5,4.45141e+08,9.01952e+08,1.22211e+09
